Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Predicted Rings,Residual Rings,Studentized Resid Rings
I,0,0,0,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,8.3224400728,-0.322440073,-0.15598954
I,0,0,0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,7.7243832968,-0.724383297,-0.35034618
I,0,0,0,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,9.3716489995,3.6283510005,1.7545577274
I,0,0,0,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,9.384381753,-0.384381753,-0.186021528
I,0,0,0,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,9.2497066402,0.7502933598,0.3624683789
I,0,0,0,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,9.0878316446,-0.087831645,-0.042413812
I,0,0,0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,7.9752045202,1.0247954798,0.4959092188
M,1,1,0,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9,9.0812278854,-0.081227885,-0.039353644
I,0,0,0,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,8.0607041802,0.9392958198,0.4562126842
I,0,0,0,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,9.1369033531,0.8630966469,0.4244949491
I,0,0,0,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,8.2637437061,0.7362562939,0.3565774474
I,0,0,0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,8.8538165895,0.1461834105,0.071068726
I,0,0,0,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,8.23048429,0.76951571,0.3724914831
I,0,0,0,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,7.547936592,0.452063408,0.2245941456
F,1,0,1,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,9.551512397,-0.551512397,-0.266394187
M,1,1,0,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,9.2338528691,-0.233852869,-0.113105847
F,1,0,1,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,9.0748491376,0.9251508624,0.4471743906
I,0,0,0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,9.9459688704,-0.94596887,-0.456881409
I,0,0,0,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,9.4112162503,-1.41121625,-0.682508925
F,1,0,1,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,10.284126786,-1.284126786,-0.621177372
I,0,0,0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,10.953396667,-0.953396667,-0.461696891
I,0,0,0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,8.690706575,-0.690706575,-0.334218196
I,0,0,0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,9.4827756136,1.5172243864,0.7330919835
F,1,0,1,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,9.5342567549,-0.534256755,-0.258619392
M,1,1,0,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,9.7386793798,-0.73867938,-0.356597237
I,0,0,0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,9.9458735775,0.0541264225,0.0261461014
I,0,0,0,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,9.2755348765,-0.275534877,-0.133058032
M,1,1,0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,10.237835818,-1.237835818,-0.597913095
I,0,0,0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10,10.852975963,-0.852975963,-0.414316039
I,0,0,0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,9.6859165762,-0.685916576,-0.331225253
I,0,0,0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,9.8139019481,-0.813901948,-0.393097956
I,0,0,0,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,9.5367337565,-0.536733756,-0.259415211
I,0,0,0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,9.5153219687,-0.515321969,-0.249302693
F,1,0,1,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,10.039112234,-0.039112234,-0.019025307
I,0,0,0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,9.6460394017,-0.646039402,-0.316575918
I,0,0,0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,9.8304830549,1.1695169451,0.5691092777
F,1,0,1,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,9.2146092999,-1.2146093,-0.587074012
M,1,1,0,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,9.5803089393,-1.580308939,-0.763271165
M,1,1,0,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11,8.9609722375,2.0390277625,0.9965671802
I,0,0,0,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,9.7335436335,0.2664563665,0.1299411544
I,0,0,0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,9.4739078572,-1.473907857,-0.714116855
F,1,0,1,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,11.111439096,-2.111439096,-1.021501125
M,1,1,0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,11.049182538,-1.049182538,-0.507111913
I,0,0,0,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,8.7491267627,1.2508732373,0.6054236847
M,1,1,0,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,10.804395145,-1.804395145,-0.872264839
F,1,0,1,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,8.3347576338,1.6652423662,0.8093949789
F,1,0,1,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,10.422669243,-1.422669243,-0.688539444
M,1,1,0,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,9.1784518204,0.8215481796,0.3971730672
M,1,1,0,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,9.4818107837,0.5181892163,0.2530867654
M,1,1,0,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,8.4673431726,1.5326568274,0.7413145503
F,1,0,1,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,10.172159073,-2.172159073,-1.050083143
M,1,1,0,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,9.0126047603,-0.01260476,-0.00609025
M,1,1,0,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,11.233908508,-1.233908508,-0.597173971
I,0,0,0,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,11.031698984,-1.031698984,-0.500271098
M,1,1,0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,8.9126851372,1.0873148628,0.525559189
M,1,1,0,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,8.4191024542,1.5808975458,0.7787611151
M,1,1,0,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,9.682306842,0.317693158,0.1536025936
M,1,1,0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,10.828722852,-2.828722852,-1.371105824
I,0,0,0,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,9.1646180288,-0.164618029,-0.079711211
M,1,1,0,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,9.8954857788,-0.895485779,-0.433216165
M,1,1,0,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,10.728495579,-0.728495579,-0.35184529
F,1,0,1,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,10.732263139,-0.732263139,-0.354816715
F,1,0,1,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12,11.832072645,0.167927355,0.0822310249
M,1,1,0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,10.410025906,-0.410025906,-0.197989372
M,1,1,0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,11.323135016,-0.323135016,-0.156149805
I,0,0,0,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,10.282133591,-0.282133591,-0.137362781
F,1,0,1,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,9.9252934921,1.0747065079,0.5188891405
F,1,0,1,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,9.9272508729,0.0727491271,0.0351944051
M,1,1,0,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,10.531921122,0.4680788776,0.2261587758
I,0,0,0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,11.404634259,-0.404634259,-0.198140238
M,1,1,0,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,10.832247157,-0.832247157,-0.402799981
I,0,0,0,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,9.2319096433,1.7680903567,0.861728539
F,1,0,1,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,11.523127467,-2.523127467,-1.218557277
F,1,0,1,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,9.3400940447,2.6599059553,1.2851724885
M,1,1,0,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,9.7476274284,0.2523725716,0.1221662146
M,1,1,0,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,9.3869339872,2.6130660128,1.2624680236
M,1,1,0,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,11.130581402,-1.130581402,-0.545941629
I,0,0,0,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,10.411439004,-1.411439004,-0.684553681
M,1,1,0,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,11.726138319,-1.726138319,-0.834050317
M,1,1,0,0.61,0.46,0.16,1,0.494,0.197,0.275,10,9.7224804295,0.2775195705,0.1341851028
F,1,0,1,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,10.656661787,-0.656661787,-0.31734477
M,1,1,0,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,12.745010145,-2.745010145,-1.326710352
M,1,1,0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,10.26796555,-0.26796555,-0.129518524
F,1,0,1,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,10.146632433,1.853367567,0.896290504
M,1,1,0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,10.43548239,-0.43548239,-0.210548663
M,1,1,0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,10.936874093,-1.936874093,-0.938976528
F,1,0,1,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,11.46742458,-1.46742458,-0.709251228
M,1,1,0,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,11.917330559,-1.917330559,-0.927222557
M,1,1,0,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,11.099670592,0.9003294077,0.4347911781
F,1,0,1,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,10.531975188,-0.531975188,-0.257467104
F,1,0,1,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,11.34687007,-1.34687007,-0.650420921
M,1,1,0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,10.437098275,-1.437098275,-0.695844311
F,1,0,1,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,9.9517994727,1.0482005273,0.5067990704
F,1,0,1,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,10.462574359,-1.462574359,-0.709019958
F,1,0,1,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,9.80005127,2.19994873,1.0631233292
F,1,0,1,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,10.383213771,-1.383213771,-0.668891644
I,0,0,0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,11.6010125,-0.6010125,-0.293599104
M,1,1,0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,10.843292913,1.1567070869,0.5613549453
I,0,0,0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,9.8026549399,0.1973450601,0.0958503061
M,1,1,0,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,10.642819429,1.3571805707,0.6554802089
M,1,1,0,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,10.924192674,-0.924192674,-0.448165098
F,1,0,1,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,10.485261336,-1.485261336,-0.719074081
F,1,0,1,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,8.6734691362,0.3265308638,0.1594345138
M,1,1,0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10,11.198585041,-1.198585041,-0.579540617
M,1,1,0,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,10.878599511,-0.878599511,-0.425592588
M,1,1,0,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,12.246757902,2.7532420982,1.3749745849
M,1,1,0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,13.681480751,-3.681480751,-1.781748192
M,1,1,0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,10.473808244,0.5261917564,0.2542839231
M,1,1,0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,10.842203255,-0.842203255,-0.407330444
M,1,1,0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,11.202142423,-0.202142423,-0.098534542
F,1,0,1,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,11.214424918,-0.214424918,-0.103626911
F,1,0,1,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,11.609618614,-0.609618614,-0.304567415
M,1,1,0,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,11.176282321,-0.176282321,-0.085218271
M,1,1,0,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,10.389590063,-1.389590063,-0.67185446
F,1,0,1,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,10.643303157,-0.643303157,-0.311015529
F,1,0,1,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,11.890567837,-1.890567837,-0.913490115
M,1,1,0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,11.981236915,1.0187630851,0.4929572822
F,1,0,1,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,11.720697769,-1.720697769,-0.833069316
M,1,1,0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,10.37830437,-0.37830437,-0.182865461
F,1,0,1,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,10.044197366,-0.044197366,-0.021470492
F,1,0,1,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,10.285182418,-0.285182418,-0.137751775
F,1,0,1,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,11.802172133,-1.802172133,-0.870538897
F,1,0,1,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,11.702841511,-0.702841511,-0.355910663
F,1,0,1,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,9.8223272825,0.1776727175,0.0874686432
M,1,1,0,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,11.244049385,1.7559506149,0.8526953689
M,1,1,0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,11.340084898,-2.340084898,-1.131975082
F,1,0,1,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,12.302210963,-1.302210963,-0.630264668
F,1,0,1,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,9.5887848443,2.4112151557,1.286126231
M,1,1,0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,8.1358988107,1.8641011893,1.7127824565
M,1,1,0,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11,11.271158184,-0.271158184,-0.132898095
F,1,0,1,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,11.04742479,0.9525752103,0.5009567329
F,1,0,1,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,10.78165266,0.2183473397,0.1057223693
F,1,0,1,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,11.251588151,1.7484118495,0.8508109908
M,1,1,0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,12.187123774,-0.187123774,-0.091919489
F,1,0,1,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,13.120854181,-2.120854181,-1.035764977
F,1,0,1,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,12.598713782,-1.598713782,-0.7768979
F,1,0,1,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,11.375829404,0.6241705965,0.3036416227
F,1,0,1,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,11.114544133,-2.114544133,-1.043644977
F,1,0,1,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,11.741549587,2.258450413,1.1228249386
F,1,0,1,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14,13.543109309,0.4568906913,0.231202418
I,0,0,0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,3.1968535046,-0.196853505,-0.096032581
I,0,0,0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,5.4038933753,-1.403893375,-0.679889851
I,0,0,0,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,7.3848759859,-0.384875986,-0.187227039
I,0,0,0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,6.5495580625,-1.549558062,-0.74954748
I,0,0,0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,6.0962963597,-0.09629636,-0.046527478
I,0,0,0,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,5.7588869734,1.2411130266,0.6010256145
I,0,0,0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,6.5832982947,-1.583298295,-0.76478184
I,0,0,0,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,6.7565094535,-1.756509453,-0.848105044
I,0,0,0,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,6.6274752899,-0.62747529,-0.303948444
I,0,0,0,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,7.1586412361,-0.158641236,-0.076596417
I,0,0,0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,6.7088673909,1.2911326091,0.623575142
I,0,0,0,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,7.1519818119,-0.151981812,-0.073477875
I,0,0,0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,7.0807870726,-1.080787073,-0.521858803
I,0,0,0,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,6.6959881855,-1.695988185,-0.819249607
M,1,1,0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,7.9091036479,1.0908963521,0.5278101831
I,0,0,0,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,6.8487990276,-0.848799028,-0.41036631
I,0,0,0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,7.0859597251,-1.085959725,-0.525161259
I,0,0,0,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,7.5718938785,-2.571893878,-1.241793161
M,1,1,0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,7.3792526524,0.6207473476,0.3005857932
I,0,0,0,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,7.7684469856,1.2315530144,0.5959617388
M,1,1,0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,7.9090438471,-1.909043847,-0.923785075
I,0,0,0,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,7.3039524084,-0.303952408,-0.147394253
I,0,0,0,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,7.8735737176,0.1264262824,0.0610281487
I,0,0,0,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,7.7321597672,1.2678402328,0.6144211714
I,0,0,0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,7.8501159274,-1.850115927,-0.894740345
I,0,0,0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,8.9786543575,-2.978654357,-1.440278536
M,1,1,0,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,7.4270814778,0.5729185222,0.2770588135
I,0,0,0,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,7.6806175664,-0.680617566,-0.328789416
F,1,0,1,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,8.3036359362,-1.303635936,-0.630276056
I,0,0,0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,7.98879643,-0.98879643,-0.477774854
I,0,0,0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,8.2988744769,-2.298874477,-1.110271051
M,1,1,0,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,9.3339461361,-1.333946136,-0.649705442
M,1,1,0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,9.1839665161,-3.183966516,-1.538080086
F,1,0,1,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,8.9391335106,-1.939133511,-0.936853385
M,1,1,0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,9.2013157492,-0.201315749,-0.097359629
F,1,0,1,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,7.9027438582,1.0972561418,0.5307806093
I,0,0,0,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,8.438868202,-0.438868202,-0.212172934
M,1,1,0,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,8.1660074717,-0.166007472,-0.080497224
I,0,0,0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,8.5557645227,-1.555764523,-0.751354113
M,1,1,0,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,8.771128572,-0.771128572,-0.372742662
M,1,1,0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,8.431716131,-0.431716131,-0.208609828
I,0,0,0,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,8.7217487229,0.2782512771,0.1346639341
M,1,1,0,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,8.0029865787,-0.002986579,-0.001443811
F,1,0,1,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,8.9847036913,0.0152963087,0.0073917146
F,1,0,1,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,9.4709867009,-1.470986701,-0.710950446
M,1,1,0,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,9.9300085389,-0.930008539,-0.449469147
F,1,0,1,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,8.8120013168,-0.812001317,-0.392821115
F,1,0,1,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,7.8066471993,1.1933528007,0.5780462961
M,1,1,0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,8.9175729224,-0.917572922,-0.443147831
M,1,1,0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,8.1640817315,0.8359182685,0.4051404009
M,1,1,0,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,9.7773970122,-1.777397012,-0.860027739
F,1,0,1,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,8.8211892051,0.1788107949,0.0869885093
F,1,0,1,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,8.4637717999,0.5362282001,0.2593833095
M,1,1,0,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,9.3944137045,-1.394413705,-0.673634906
M,1,1,0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,9.7602292981,-1.760229298,-0.850814521
F,1,0,1,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,8.4845649174,0.5154350826,0.249599237
F,1,0,1,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,10.039270818,-2.039270818,-0.984525714
F,1,0,1,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,10.382204704,-1.382204704,-0.667596831
M,1,1,0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,9.7443607106,-1.744360711,-0.842573712
M,1,1,0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,10.950655761,-1.950655761,-0.954946666
F,1,0,1,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,9.9539181782,1.0460818218,0.506096744
F,1,0,1,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,14.136335725,-5.136335725,-2.484365077
F,1,0,1,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,10.5704561,-1.5704561,-0.761177431
F,1,0,1,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,10.336493605,0.6635063947,0.3204540803
I,0,0,0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,9.1120123992,-1.112012399,-0.540722914
M,1,1,0,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,10.08732527,-0.08732527,-0.042235212
F,1,0,1,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,9.0818925968,-1.081892597,-0.525524195
M,1,1,0,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,10.604828225,-1.604828225,-0.774832944
M,1,1,0,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,9.9172505373,0.0827494627,0.040098092
M,1,1,0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,10.854400839,0.1455991606,0.0707743008
M,1,1,0,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,9.2431672589,-0.243167259,-0.11761503
F,1,0,1,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,11.112796513,-1.112796513,-0.53766784
M,1,1,0,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,10.379193158,-1.379193158,-0.668364843
M,1,1,0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,9.3719080019,1.6280919981,0.7878937794
F,1,0,1,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,9.5745286795,0.4254713205,0.2089874426
F,1,0,1,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,10.280706769,-0.280706769,-0.135744032
M,1,1,0,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,11.752441247,-3.752441247,-1.813322122
F,1,0,1,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,11.760828926,-2.760828926,-1.336192652
F,1,0,1,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,11.104521068,-1.104521068,-0.53419998
M,1,1,0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,12.070335622,-1.070335622,-0.518163664
F,1,0,1,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,11.324966871,-0.324966871,-0.157023099
F,1,0,1,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,13.77450925,-3.77450925,-1.832466887
M,1,1,0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,11.074386664,-1.074386664,-0.518892719
F,1,0,1,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,9.2800967712,-0.280096771,-0.1355482
M,1,1,0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,10.34717042,-2.34717042,-1.161323739
F,1,0,1,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,12.078318574,-1.078318574,-0.523889058
M,1,1,0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,10.09773034,0.9022696602,0.4383276282
M,1,1,0,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,10.555024126,-0.555024126,-0.268562427
F,1,0,1,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,11.255913464,-1.255913464,-0.606586126
M,1,1,0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11,10.555509806,0.4444901936,0.2153483148
M,1,1,0,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,10.338501435,-0.338501435,-0.165994471
