Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Square Root[Rings],Predicted Square Root[Rings],Residual Square Root[Rings],Studentized Resid Square Root[Rings]
F,1,0,1,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10,3.1622776602,2.9397186581,0.2225590021,0.7397253315
M,1,1,0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,2.6457513111,2.6258608875,0.0198904236,0.0660702475
F,1,0,1,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17,4.1231056256,3.6489739951,0.4741316305,1.5711545785
F,1,0,1,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16,4,3.6725613623,0.3274386377,1.0899959715
I,0,0,0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18,4.2426406871,3.9000899586,0.3425507285,1.1600456006
F,1,0,1,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11,3.3166247904,3.4665016704,-0.14987688,-0.498928997
I,0,0,0,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18,4.2426406871,4.0604453709,0.1821953162,0.6253297649
I,0,0,0,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11,3.3166247904,3.4894275592,-0.172802769,-0.579451191
F,1,0,1,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,3.1622776602,3.1380096232,0.0242680369,0.0806034682
F,1,0,1,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12,3.4641016151,3.0455555749,0.4185460403,1.3896865701
I,0,0,0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19,4.3588989435,3.2461123867,1.1127865569,3.6996809988
F,1,0,1,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,3.1622776602,3.0209357741,0.1413418861,0.4692707139
M,1,1,0,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11,3.3166247904,3.1625906874,0.1540341029,0.5110508983
F,1,0,1,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,3.8729833462,3.3913078193,0.4816755269,1.5963838867
M,1,1,0,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,3.6055512755,3.8352769493,-0.229725674,-0.764332602
F,1,0,1,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,3.6055512755,3.4528097699,0.1527415056,0.506739107
M,1,1,0,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14,3.7416573868,3.4290262312,0.3126311555,1.0367793489
F,1,0,1,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17,4.1231056256,3.4028367132,0.7202689124,2.3872163662
F,1,0,1,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19,4.3588989435,3.8053815224,0.5535174211,1.8421070717
M,1,1,0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21,4.582575695,3.2652219456,1.3173537494,4.3679030972
F,1,0,1,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23,4.7958315233,3.757415718,1.0384158053,3.4573808468
F,1,0,1,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22,4.6904157598,4.0004733989,0.6899423609,2.309184338
M,1,1,0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,3.4641016151,3.4781229678,-0.014021353,-0.046437162
F,1,0,1,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11,3.3166247904,3.4456089978,-0.128984207,-0.42826871
F,1,0,1,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23,4.7958315233,3.8273793827,0.9684521406,3.2497093502
F,1,0,1,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,2.8284271247,2.932212804,-0.103785679,-0.345636205
I,0,0,0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,2.6457513111,2.7080290398,-0.062277729,-0.206203967
M,1,1,0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,3.1622776602,3.3199419261,-0.157664266,-0.522393091
F,1,0,1,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,2.6457513111,3.0857190752,-0.439967764,-1.458413039
M,1,1,0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16,4,3.5896707318,0.4103292682,1.3645619464
M,1,1,0,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10,3.1622776602,3.2650321058,-0.102754446,-0.340393668
M,1,1,0,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,3.8729833462,3.4306825684,0.4423007778,1.469956291
F,1,0,1,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,3.6055512755,3.1761886686,0.4293626068,1.4234514079
F,1,0,1,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16,4,4.0436905576,-0.043690558,-0.146962794
M,1,1,0,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,3.3166247904,3.2726278754,0.0439969149,0.1464191974
M,1,1,0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,3.3166247904,3.3861874291,-0.069562639,-0.230715019
M,1,1,0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,3.1622776602,3.2580040416,-0.095726381,-0.317260742
I,0,0,0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,2.2360679775,2.3467582011,-0.110690224,-0.367017064
F,1,0,1,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11,3.3166247904,3.0797135154,0.2369112749,0.7857328931
M,1,1,0,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,3,2.9366810295,0.0633189705,0.2101531455
I,0,0,0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4,2,1.8134347485,0.1865652515,0.6259451032
I,0,0,0,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,2.6457513111,2.5586405034,0.0871108077,0.2888073182
I,0,0,0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,2,1.8926376333,0.1073623667,0.3590410824
M,1,1,0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5,2.2360679775,2.5544714513,-0.318403474,-1.065483221
F,1,0,1,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13,3.6055512755,3.2434229876,0.3621282879,1.2005553168
F,1,0,1,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16,4,3.1798149011,0.8201850989,2.7232802873
M,1,1,0,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,3.4641016151,2.9003797485,0.5637218667,1.8681931045
F,1,0,1,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14,3.7416573868,3.3391517998,0.4025055869,1.3340134556
F,1,0,1,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,3,3.0597067255,-0.059706726,-0.198075518
M,1,1,0,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12,3.4641016151,3.0712695432,0.3928320719,1.3026907814
M,1,1,0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,3,2.9089046904,0.0910953096,0.3022568903
M,1,1,0,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,3.1622776602,3.2189045778,-0.056626918,-0.188067761
M,1,1,0,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,3.3166247904,2.9266586286,0.3899661617,1.2958223388
F,1,0,1,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10,3.1622776602,2.9152762499,0.2470014103,0.8220829116
M,1,1,0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10,3.1622776602,3.1460911262,0.016186534,0.0540075035
I,0,0,0,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7,2.6457513111,2.5140061231,0.131745188,0.4368841248
I,0,0,0,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,2.6457513111,2.6346535304,0.0110977807,0.0367521305
M,1,1,0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,3.3166247904,2.9064257187,0.4101990717,1.3603027539
I,0,0,0,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,2.6457513111,2.336717906,0.3090334051,1.0245215628
M,1,1,0,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8,2.8284271247,2.8870204038,-0.058593279,-0.194344762
M,1,1,0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,3,2.7765990097,0.2234009903,0.7414262062
I,0,0,0,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,2.6457513111,2.3210970004,0.3246543107,1.0751963801
I,0,0,0,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8,2.8284271247,2.407790281,0.4206368437,1.3935545396
I,0,0,0,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,2.4494897428,2.2624254012,0.1870643416,0.6199072188
I,0,0,0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4,2,1.9428702062,0.0571297938,0.1902149214
I,0,0,0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2,1.4142135624,1.7860395505,-0.371825988,-1.245812136
I,0,0,0,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3,1.7320508076,1.8291633471,-0.09711254,-0.324854179
M,1,1,0,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13,3.6055512755,3.5709987358,0.0345525397,0.1146657548
M,1,1,0,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,3.8729833462,3.7668426808,0.1061406654,0.3537541021
M,1,1,0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,3.8729833462,3.4003938469,0.4725894993,1.5694786307
M,1,1,0,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,3.3166247904,3.0573289503,0.25929584,0.8631045285
F,1,0,1,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,4.1231056256,3.404762979,0.7183426466,2.3873784856
M,1,1,0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,3.1622776602,2.9945022309,0.1677754293,0.5566034277
F,1,0,1,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12,3.4641016151,3.1064431284,0.3576584867,1.1854356764
M,1,1,0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13,3.6055512755,3.5077188286,0.0978324469,0.3242828988
F,1,0,1,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,3.8729833462,3.1211414982,0.751841848,2.4978978019
M,1,1,0,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11,3.3166247904,3.8070627742,-0.490437984,-1.631233374
M,1,1,0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13,3.6055512755,3.222796117,0.3827551585,1.2682220118
M,1,1,0,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,3.8729833462,3.4710144819,0.4019688643,1.33334717
M,1,1,0,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13,3.6055512755,3.3900339113,0.2155173642,0.7149441919
M,1,1,0,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18,4.2426406871,3.685335842,0.5573048451,1.8548149978
M,1,1,0,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10,3.1622776602,3.1231616756,0.0391159846,0.129670972
M,1,1,0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,3.4641016151,3.3050329946,0.1590686205,0.5283203788
F,1,0,1,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,3.4641016151,3.2972142693,0.1668873458,0.5531672568
M,1,1,0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14,3.7416573868,3.7918792577,-0.050221871,-0.166857462
M,1,1,0,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,3.1622776602,3.0842912377,0.0779864225,0.2588536301
M,1,1,0,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14,3.7416573868,3.4605441814,0.2811132053,0.946158364
F,1,0,1,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,2.8284271247,2.8742929649,-0.04586584,-0.152603095
F,1,0,1,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,3.7416573868,3.3510897446,0.3905676422,1.293517247
F,1,0,1,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17,4.1231056256,3.5825787179,0.5405269077,1.7910492365
M,1,1,0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20,4.472135955,3.6201731634,0.8519627916,2.8267252134
F,1,0,1,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17,4.1231056256,3.61961941,0.5034862156,1.6777014098
F,1,0,1,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17,4.1231056256,3.554333688,0.5687719377,1.9146035748
M,1,1,0,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,3,3.1390638197,-0.13906382,-0.462765494
M,1,1,0,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,3.7416573868,3.4576377693,0.2840196174,0.9411463158
M,1,1,0,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,3.8729833462,3.4150354568,0.4579478894,1.5407777238
F,1,0,1,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,3.6055512755,3.4652159334,0.140335342,0.4664433207
M,1,1,0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,3.1622776602,3.0531099338,0.1091677264,0.3625756203
F,1,0,1,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13,3.6055512755,3.7999632641,-0.194411989,-0.649472066
F,1,0,1,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,3.6055512755,3.7445296556,-0.13897838,-0.465163314
M,1,1,0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20,4.472135955,3.9836020169,0.4885339381,1.6252525559
M,1,1,0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,3.6055512755,3.2437808177,0.3617704577,1.2029902751
M,1,1,0,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20,4.472135955,3.8507239432,0.6214120118,2.0919543773
F,1,0,1,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15,3.8729833462,4.0940055268,-0.221022181,-0.740289742
M,1,1,0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,3.6055512755,3.2570638608,0.3484874147,1.1549931632
M,1,1,0,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,3.8729833462,3.8078068368,0.0651765094,0.2196035126
M,1,1,0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,3.8729833462,3.6952090347,0.1777743115,0.6169957704
F,1,0,1,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,4,3.821600978,0.178399022,0.5914817453
F,1,0,1,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,4.1231056256,4.1565857585,-0.033480133,-0.112365794
M,1,1,0,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,3.7416573868,3.7018024207,0.039854966,0.1322558457
F,1,0,1,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,3.7416573868,3.5946389588,0.147018428,0.4887996638
M,1,1,0,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,3.3166247904,3.7215840007,-0.40495921,-1.345757227
F,1,0,1,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,3.6055512755,3.6808575077,-0.075306232,-0.251735031
M,1,1,0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,3,2.9146120879,0.0853879121,0.2832196278
F,1,0,1,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,3.3166247904,3.3744830751,-0.057858285,-0.19187875
F,1,0,1,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17,4.1231056256,3.5530024725,0.5701031531,1.8916219101
F,1,0,1,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,3.3166247904,3.8137916197,-0.497166829,-1.669628341
I,0,0,0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,2.8284271247,3.1043385722,-0.275911447,-0.914318134
M,1,1,0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,2.8284271247,2.9675310231,-0.139103898,-0.462700933
M,1,1,0,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,3,3.0942118072,-0.094211807,-0.313858191
M,1,1,0,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,3.1622776602,3.5100991258,-0.347821466,-1.159264752
M,1,1,0,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,3.3166247904,4.008186854,-0.691562064,-2.302641331
M,1,1,0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,3.8729833462,3.3865387008,0.4864446454,1.6127422584
M,1,1,0,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,3.6055512755,3.3789512441,0.2266000314,0.7504312191
M,1,1,0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,3.8729833462,3.3539489851,0.5190343611,1.7215617631
F,1,0,1,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,3.8729833462,3.4769380509,0.3960452953,1.3138708152
M,1,1,0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,3.6055512755,3.463704796,0.1418464794,0.4714294038
M,1,1,0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,3.4641016151,3.345985947,0.1181156682,0.3913224123
M,1,1,0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,3.1622776602,3.6335014625,-0.471223802,-1.570152551
I,0,0,0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,2.4494897428,2.8159286777,-0.366438935,-1.218059702
I,0,0,0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5,2.2360679775,2.162611281,0.0734566965,0.2437863259
M,1,1,0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,3.8729833462,3.8330633579,0.0399199883,0.1334870558
F,1,0,1,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,3,3.3741639484,-0.374163948,-1.240324581
M,1,1,0,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12,3.4641016151,3.7724337487,-0.308332134,-1.02321186
F,1,0,1,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9,3,3.2180946234,-0.218094623,-0.725961625
F,1,0,1,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,3.4641016151,3.4532368061,0.010864809,0.0361053846
F,1,0,1,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,3.1622776602,3.5020864275,-0.339808767,-1.12958877
F,1,0,1,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,3.1622776602,3.3576995928,-0.195421933,-0.647407401
M,1,1,0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,3,3.3278905356,-0.327890536,-1.094881147
M,1,1,0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,3.4641016151,3.5092329108,-0.045131296,-0.149716242
M,1,1,0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,3.4641016151,3.8995939462,-0.435492331,-1.447973839
M,1,1,0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,3.8729833462,3.6276835301,0.2452998161,0.8130232492
M,1,1,0,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,3.3166247904,3.3144303999,0.0021943904,0.0072680397
M,1,1,0,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,3,3.0490420121,-0.049042012,-0.162416291
M,1,1,0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,3.3166247904,3.6774485541,-0.360823764,-1.196637833
F,1,0,1,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,3.3166247904,3.2106844117,0.1059403787,0.3514793803
M,1,1,0,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,3.1622776602,3.3937205334,-0.231442873,-0.767964951
M,1,1,0,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,3.1622776602,3.1381004774,0.0241771828,0.0802516355
M,1,1,0,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,3,3.3011000192,-0.301100019,-0.998002939
I,0,0,0,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7,2.6457513111,2.6537622799,-0.008010969,-0.026523381
M,1,1,0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,3.1622776602,2.9498360394,0.2124416208,0.7067995364
M,1,1,0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7,2.6457513111,2.997054565,-0.351303254,-1.165456926
I,0,0,0,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6,2.4494897428,2.3788868939,0.0706028489,0.2338757371
F,1,0,1,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15,3.8729833462,3.8034062192,0.069577127,0.2323082656
F,1,0,1,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10,3.1622776602,3.1953583977,-0.033080738,-0.109699456
F,1,0,1,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12,3.4641016151,3.4610028465,0.0030987687,0.0102880058
M,1,1,0,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,3.4641016151,3.8431314566,-0.379029841,-1.260446845
F,1,0,1,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21,4.582575695,3.8371519149,0.74542378,2.4952868569
I,0,0,0,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,2.4494897428,2.2074723201,0.2420174227,0.8021452651
I,0,0,0,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5,2.2360679775,2.267298785,-0.031230808,-0.103466865
I,0,0,0,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,2.6457513111,2.5538687842,0.0918825269,0.3042425976
I,0,0,0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,2.6457513111,2.5147639837,0.1309873274,0.433685509
I,0,0,0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,2.4494897428,2.5644589838,-0.114969241,-0.380570497
I,0,0,0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,2.4494897428,2.6629278687,-0.213438126,-0.707049751
I,0,0,0,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6,2.4494897428,2.532721215,-0.083231472,-0.276033252
I,0,0,0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,2.6457513111,2.6394120105,0.0063393006,0.0210383846
I,0,0,0,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,2.6457513111,2.7908474844,-0.145096173,-0.483260129
I,0,0,0,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6,2.4494897428,2.7793197561,-0.329830013,-1.100331941
I,0,0,0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,2.6457513111,2.4697076972,0.1760436138,0.5858218032
I,0,0,0,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6,2.4494897428,2.6663367573,-0.216847014,-0.717664442
I,0,0,0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,2.6457513111,2.7481498351,-0.102398524,-0.338932938
I,0,0,0,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,2.6457513111,2.6666302784,-0.020878967,-0.069145802
I,0,0,0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,2.4494897428,2.6649313019,-0.215441559,-0.713959404
I,0,0,0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6,2.4494897428,2.7555383538,-0.306048611,-1.012988735
I,0,0,0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6,2.4494897428,2.6696273365,-0.220137594,-0.729667984
I,0,0,0,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7,2.6457513111,2.772922827,-0.127171516,-0.42088205
M,1,1,0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,2.4494897428,2.8550322151,-0.405542472,-1.345869989
I,0,0,0,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,2.4494897428,2.9848903465,-0.535400604,-1.784683372
I,0,0,0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9,3,2.8796069795,0.1203930205,0.3995673411
I,0,0,0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7,2.6457513111,2.6098510988,0.0359002123,0.1191179284
I,0,0,0,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,2.6457513111,2.6235902373,0.0221610737,0.0734777728
I,0,0,0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,2.8284271247,2.929796167,-0.101369042,-0.336182727
M,1,1,0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8,2.8284271247,3.0699126136,-0.241485489,-0.800642908
I,0,0,0,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,3,3.0271032112,-0.027103211,-0.089697655
F,1,0,1,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8,2.8284271247,3.0608932102,-0.232466085,-0.771062535
I,0,0,0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,3,2.8610387315,0.1389612685,0.4606000089
M,1,1,0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8,2.8284271247,2.9960393195,-0.167612195,-0.555763091
F,1,0,1,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,3,3.1786920836,-0.178692084,-0.593713113
M,1,1,0,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,3,3.0389298401,-0.03892984,-0.128927513
M,1,1,0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,2.8284271247,3.2603659852,-0.43193886,-1.435670264
M,1,1,0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8,2.8284271247,3.190897339,-0.362470214,-1.200716423
M,1,1,0,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,3,2.7960846074,0.2039153926,0.676817969
F,1,0,1,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11,3.3166247904,3.095630191,0.2209945993,0.7315291608
F,1,0,1,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10,3.1622776602,3.1000121334,0.0622655268,0.206267841
F,1,0,1,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8,2.8284271247,3.2640265758,-0.435599451,-1.444663012
M,1,1,0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,3.1622776602,3.4348551541,-0.272577494,-0.903458025
F,1,0,1,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,3.1622776602,3.3787423163,-0.216464656,-0.716909957
M,1,1,0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,3,2.9989026432,0.0010973568,0.0036386048
M,1,1,0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,3.1622776602,3.175729265,-0.013451605,-0.044541853
M,1,1,0,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,3,3.330734023,-0.330734023,-1.094649227
M,1,1,0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,3.1622776602,2.9902805251,0.1719971351,0.5700991717
F,1,0,1,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,3,3.1868996304,-0.18689963,-0.619464737
M,1,1,0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,3,3.3418156578,-0.341815658,-1.131383775
M,1,1,0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,3.4641016151,3.4211872861,0.042914329,0.1423738442
F,1,0,1,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10,3.1622776602,3.2832440313,-0.120966371,-0.400659277
F,1,0,1,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8,2.8284271247,3.3087182516,-0.480291127,-1.591187159
F,1,0,1,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,2.4494897428,3.1045326761,-0.655042933,-2.170749372
F,1,0,1,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,3.4641016151,3.1645142795,0.2995873356,0.9923632647
