Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings]
M,1,1,0,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,2.6390573296,2.4693730767,0.1696842529,0.9179163761
M,1,1,0,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,2.7080502011,2.454167817,0.2538823841,1.3944702907
F,1,0,1,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,2.5649493575,2.4698040566,0.0951453009,0.5162641094
M,1,1,0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,2.302585093,2.2281128535,0.0744722395,0.4037862409
F,1,0,1,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13,2.5649493575,2.6713085563,-0.106359199,-0.580049771
F,1,0,1,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,2.5649493575,2.6377993566,-0.072849999,-0.39805266
M,1,1,0,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20,2.9957322736,2.7631180107,0.2326142628,1.263325399
M,1,1,0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,2.5649493575,2.3441630345,0.220786323,1.1985439192
M,1,1,0,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20,2.9957322736,2.6826981005,0.313034173,1.7203510819
F,1,0,1,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15,2.7080502011,2.8142838627,-0.106233662,-0.580872468
M,1,1,0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,2.5649493575,2.3460587001,0.2188906574,1.1843288522
M,1,1,0,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,2.7080502011,2.6645164404,0.0435337607,0.239456781
M,1,1,0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,2.7080502011,2.5938037344,0.1142464667,0.6473046519
F,1,0,1,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,2.7725887222,2.6744470909,0.0981416314,0.5311961495
F,1,0,1,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,2.8332133441,2.8666390736,-0.03342573,-0.183138906
M,1,1,0,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,2.6390573296,2.6057605362,0.0332967935,0.1803796811
F,1,0,1,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,2.6390573296,2.5501377047,0.0889196249,0.482624667
M,1,1,0,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,2.3978952728,2.6147694353,-0.216874162,-1.176565268
F,1,0,1,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,2.5649493575,2.5941977087,-0.029248351,-0.159612498
M,1,1,0,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,2.1972245773,2.122451255,0.0747733223,0.4048800703
F,1,0,1,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,2.3978952728,2.424926472,-0.027031199,-0.146345511
F,1,0,1,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17,2.8332133441,2.5271965688,0.3060167753,1.6575967864
F,1,0,1,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,2.3978952728,2.6809778158,-0.283082543,-1.551970709
I,0,0,0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,2.0794415417,2.24923564,-0.169794098,-0.918550365
M,1,1,0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,2.0794415417,2.1648246041,-0.085383062,-0.46364499
M,1,1,0,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,2.1972245773,2.2607534553,-0.063528878,-0.34550321
M,1,1,0,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,2.302585093,2.4911256277,-0.188540535,-1.025849742
M,1,1,0,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,2.3978952728,2.7857063705,-0.387811098,-2.107988008
M,1,1,0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,2.7080502011,2.4285084765,0.2795417246,1.5129721989
M,1,1,0,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,2.5649493575,2.4187232118,0.1462261456,0.7905488823
M,1,1,0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,2.7080502011,2.4072144068,0.3008357943,1.6289538328
F,1,0,1,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,2.7080502011,2.482858328,0.2251918732,1.2195884132
M,1,1,0,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,2.5649493575,2.4744757,0.0904736574,0.4908773818
M,1,1,0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,2.4849066498,2.4026904598,0.0822161899,0.4446694844
M,1,1,0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,2.302585093,2.5677659083,-0.265180815,-1.442479004
I,0,0,0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,1.7917594692,2.0539751805,-0.262215711,-1.422913311
I,0,0,0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5,1.6094379124,1.5252869336,0.0841509788,0.4559213081
M,1,1,0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,2.7080502011,2.6821323204,0.0259178807,0.1414819397
F,1,0,1,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,2.1972245773,2.4151137812,-0.217889204,-1.17913055
M,1,1,0,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12,2.4849066498,2.6447509055,-0.159844256,-0.865957504
F,1,0,1,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9,2.1972245773,2.3371721936,-0.139947616,-0.760478568
F,1,0,1,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,2.4849066498,2.4612101238,0.023696526,0.128554514
F,1,0,1,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,2.302585093,2.4972883278,-0.194703235,-1.056602715
F,1,0,1,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,2.302585093,2.4072897516,-0.104704659,-0.566269448
M,1,1,0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,2.1972245773,2.3974575069,-0.20023293,-1.091506603
M,1,1,0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,2.4849066498,2.494103468,-0.009196818,-0.04980598
M,1,1,0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,2.4849066498,2.7237080065,-0.238801357,-1.296193272
M,1,1,0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,2.7080502011,2.5667966112,0.1412535899,0.764289697
M,1,1,0,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,2.3978952728,2.3820420201,0.0158532527,0.085718496
M,1,1,0,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,2.1972245773,2.2203462948,-0.023121717,-0.125006952
M,1,1,0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,2.3978952728,2.5966481778,-0.198752905,-1.076053468
F,1,0,1,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,2.3978952728,2.3166069561,0.0812883167,0.440270139
M,1,1,0,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,2.302585093,2.4271619995,-0.124576906,-0.674819928
M,1,1,0,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,2.302585093,2.2808243161,0.0217607769,0.1179167128
M,1,1,0,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,2.1972245773,2.369236072,-0.172011495,-0.930746209
I,0,0,0,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7,1.9459101491,1.9449525873,0.0009575617,0.005175632
M,1,1,0,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,2.302585093,2.1719591325,0.1306259605,0.7094779715
M,1,1,0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7,1.9459101491,2.190122152,-0.244212003,-1.322616173
I,0,0,0,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6,1.7917594692,1.7201289047,0.0716305646,0.3873593887
F,1,0,1,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15,2.7080502011,2.6618866663,0.0461635348,0.2516228029
F,1,0,1,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10,2.302585093,2.3136656991,-0.011080606,-0.059985403
F,1,0,1,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12,2.4849066498,2.4633708074,0.0215358424,0.1167230626
M,1,1,0,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,2.4849066498,2.6821491662,-0.197242516,-1.070790317
F,1,0,1,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21,3.0445224377,2.6770836917,0.367438746,2.0079595289
I,0,0,0,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,1.7917594692,1.5676257338,0.2241337354,1.2127363378
I,0,0,0,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5,1.6094379124,1.6217471627,-0.01230925,-0.066573662
I,0,0,0,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,1.9459101491,1.8552842919,0.0906258571,0.4898825685
I,0,0,0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,1.9459101491,1.834766695,0.111143454,0.6007341049
I,0,0,0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,1.7917594692,1.8683212855,-0.076561816,-0.413731368
I,0,0,0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,1.7917594692,1.9443480469,-0.152588578,-0.825187743
I,0,0,0,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6,1.7917594692,1.8493052747,-0.057545805,-0.311558976
I,0,0,0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,1.9459101491,1.932125839,0.0137843101,0.0746807807
I,0,0,0,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,1.9459101491,2.0405902857,-0.094680137,-0.514797764
I,0,0,0,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6,1.7917594692,2.0365482984,-0.244788829,-1.333146608
I,0,0,0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,1.9459101491,1.8488980901,0.0970120589,0.5270159351
I,0,0,0,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6,1.7917594692,1.9503367241,-0.158577255,-0.856764861
I,0,0,0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,1.9459101491,2.0089262078,-0.063016059,-0.340505464
I,0,0,0,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,1.9459101491,1.9532912976,-0.007381149,-0.03990557
I,0,0,0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,1.7917594692,1.9543394371,-0.162579968,-0.879556693
I,0,0,0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6,1.7917594692,2.0161101337,-0.224350664,-1.212255971
I,0,0,0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6,1.7917594692,1.9619711357,-0.170211666,-0.921028711
I,0,0,0,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7,1.9459101491,2.0309893701,-0.085079221,-0.459670708
M,1,1,0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,1.7917594692,2.088691222,-0.296931753,-1.608704126
I,0,0,0,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,1.7917594692,2.1462043056,-0.354444836,-1.928784661
I,0,0,0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9,2.1972245773,2.1031742265,0.0940503508,0.5095676655
I,0,0,0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7,1.9459101491,1.924366318,0.021543831,0.1166959591
I,0,0,0,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,1.9459101491,1.9410310018,0.0048791472,0.0264096032
I,0,0,0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,2.0794415417,2.1354649778,-0.056023436,-0.303314075
M,1,1,0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8,2.0794415417,2.2299706047,-0.150529063,-0.814743586
I,0,0,0,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,2.1972245773,2.1993877152,-0.002163138,-0.011686846
F,1,0,1,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8,2.0794415417,2.2207907871,-0.141349245,-0.765378507
I,0,0,0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,2.1972245773,2.0939850688,0.1032395086,0.5586359363
M,1,1,0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8,2.0794415417,2.1873928331,-0.107951291,-0.584338767
F,1,0,1,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,2.1972245773,2.2953166228,-0.098092045,-0.532056665
M,1,1,0,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,2.1972245773,2.218512732,-0.021288155,-0.115094288
M,1,1,0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,2.0794415417,2.3534809963,-0.274039455,-1.486956592
M,1,1,0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8,2.0794415417,2.3034155212,-0.22397398,-1.21120725
M,1,1,0,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,2.1972245773,2.0649476172,0.1322769602,0.7167353841
F,1,0,1,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11,2.3978952728,2.2502776503,0.1476176225,0.7977025089
F,1,0,1,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10,2.302585093,2.2541761084,0.0484089846,0.2617957538
F,1,0,1,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8,2.0794415417,2.3505027275,-0.271061186,-1.467571715
M,1,1,0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10,2.302585093,2.4504680156,-0.147882923,-0.800182003
F,1,0,1,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,2.302585093,2.4218831075,-0.119298015,-0.645005772
M,1,1,0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,2.1972245773,2.1910112888,0.0062132885,0.0336326683
M,1,1,0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,2.302585093,2.3014708084,0.0011142846,0.0060234193
M,1,1,0,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,2.1972245773,2.3931805263,-0.195955949,-1.058783886
M,1,1,0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,2.302585093,2.1865998439,0.1159852491,0.6276025879
F,1,0,1,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,2.1972245773,2.308198328,-0.110973751,-0.600455988
M,1,1,0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,2.1972245773,2.4002089385,-0.202984361,-1.0968149
M,1,1,0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,2.4849066498,2.447522664,0.0373839858,0.2024725987
F,1,0,1,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10,2.302585093,2.368678924,-0.066093831,-0.357375064
F,1,0,1,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8,2.0794415417,2.3820545905,-0.302613049,-1.636654926
F,1,0,1,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,1.7917594692,2.2571745733,-0.465415104,-2.517869173
F,1,0,1,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,2.4849066498,2.2962008273,0.1887058224,1.020434887
M,1,1,0,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,2.3978952728,2.4779423017,-0.080047029,-0.433033139
F,1,0,1,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10,2.302585093,2.2471101714,0.0554749216,0.303808613
M,1,1,0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,2.3978952728,2.3387100876,0.0591851852,0.3202630034
F,1,0,1,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10,2.302585093,2.4304051846,-0.127820092,-0.693805478
M,1,1,0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,2.1972245773,2.4476368187,-0.250412241,-1.35781631
F,1,0,1,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,2.4849066498,2.4327613017,0.0521453481,0.2841676177
F,1,0,1,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,2.302585093,2.3389959441,-0.036410851,-0.198227306
M,1,1,0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9,2.1972245773,2.3687484373,-0.17152386,-0.933543439
M,1,1,0,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,2.4849066498,2.5466076509,-0.061701001,-0.333978994
F,1,0,1,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,2.3978952728,2.3705933974,0.0273018754,0.1477541601
M,1,1,0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9,2.1972245773,2.2881582714,-0.090933694,-0.492179299
F,1,0,1,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11,2.3978952728,2.6294564159,-0.231561143,-1.264679288
F,1,0,1,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11,2.3978952728,2.4437551286,-0.045859856,-0.248296224
M,1,1,0,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,2.6390573296,2.6228815964,0.0161757332,0.0875776532
M,1,1,0,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,2.1972245773,2.3792030008,-0.181978423,-0.984100027
F,1,0,1,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10,2.302585093,2.2772912671,0.0252938259,0.137432281
F,1,0,1,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,2.1972245773,2.1710929743,0.026131603,0.1418608664
F,1,0,1,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,2.0794415417,2.2352013725,-0.155759831,-0.845771021
M,1,1,0,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,2.3978952728,2.3883037685,0.0095915043,0.0518685949
M,1,1,0,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9,2.1972245773,2.4815349474,-0.28431037,-1.53772866
M,1,1,0,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,2.8332133441,2.4994990957,0.3337142484,1.9168142761
M,1,1,0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15,2.7080502011,2.5871181814,0.1209320197,0.6588905912
M,1,1,0,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10,2.302585093,2.3711552217,-0.068570129,-0.371157715
F,1,0,1,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,2.302585093,2.3921633511,-0.089578258,-0.496165429
F,1,0,1,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,2.4849066498,2.4179962177,0.0669104321,0.3634401807
F,1,0,1,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9,2.1972245773,2.4209805518,-0.223755975,-1.21181669
F,1,0,1,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11,2.3978952728,2.3605515338,0.037343739,0.2044423903
F,1,0,1,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,2.3978952728,2.3821724207,0.0157228521,0.0859050026
F,1,0,1,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11,2.3978952728,2.3984513402,-0.000556067,-0.003021935
M,1,1,0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,2.8332133441,2.4641983244,0.3690150197,2.4236041092
I,0,0,0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,1.7917594692,1.4477804342,0.343979035,1.8653842108
I,0,0,0,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5,1.6094379124,1.5874332954,0.0220046171,0.1190520427
I,0,0,0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3,1.0986122887,1.5899529776,-0.491340689,-2.658746296
I,0,0,0,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,1.7917594692,1.6266120937,0.1651473755,0.8941807141
I,0,0,0,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,1.3862943611,1.6015070375,-0.215212676,-1.164956544
I,0,0,0,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,1.7917594692,1.6614825351,0.1302769342,0.7046361964
I,0,0,0,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4,1.3862943611,1.4948645032,-0.108570142,-0.640164268
I,0,0,0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,1.6094379124,1.8025230763,-0.193085164,-1.045620691
I,0,0,0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4,1.3862943611,1.8300672103,-0.443772849,-2.399867618
I,0,0,0,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6,1.7917594692,1.8458211622,-0.054061693,-0.292853091
I,0,0,0,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5,1.6094379124,1.7423900087,-0.132952096,-0.718800908
I,0,0,0,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6,1.7917594692,1.8108383384,-0.019078869,-0.103127769
I,0,0,0,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8,2.0794415417,1.7933770666,0.2860644751,1.5467205799
I,0,0,0,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,1.6094379124,1.8382778451,-0.228839933,-1.237772046
I,0,0,0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,1.7917594692,1.8050210863,-0.013261617,-0.071683547
I,0,0,0,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,1.7917594692,1.876467261,-0.084707792,-0.458828814
I,0,0,0,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,7,1.9459101491,1.8566754406,0.0892347084,0.4823823063
I,0,0,0,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,1.9459101491,1.7785149389,0.1673952102,0.9049396826
I,0,0,0,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,1.6094379124,1.8434875868,-0.234049674,-1.26580482
I,0,0,0,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,1.9459101491,1.7925141805,0.1533959686,0.8298381344
I,0,0,0,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7,1.9459101491,1.9181519845,0.0277581646,0.150102355
I,0,0,0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6,1.7917594692,1.9513908153,-0.159631346,-0.862903418
I,0,0,0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,1.9459101491,1.8910706933,0.0548394558,0.2964762541
I,0,0,0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,1.7917594692,1.9196775588,-0.12791809,-0.691784448
I,0,0,0,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,1.7917594692,1.8440087742,-0.052249305,-0.28334784
I,0,0,0,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,1.9459101491,1.9531128143,-0.007202665,-0.038929728
I,0,0,0,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7,1.9459101491,1.9739061566,-0.027996008,-0.151315376
I,0,0,0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,1.7917594692,1.9345386795,-0.14277921,-0.771833403
I,0,0,0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6,1.7917594692,1.9497993155,-0.158039846,-0.855145347
I,0,0,0,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,1.6094379124,2.0337122482,-0.424274336,-2.293400755
I,0,0,0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,1.7917594692,1.9733007292,-0.18154126,-0.98099074
I,0,0,0,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6,1.7917594692,2.0228574369,-0.231097968,-1.250479597
I,0,0,0,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,1.7917594692,2.0167843282,-0.225024859,-1.216205428
I,0,0,0,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,1.9459101491,2.0194329856,-0.073522837,-0.397252604
I,0,0,0,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,1.9459101491,1.9160643728,0.0298457763,0.1615065523
I,0,0,0,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8,2.0794415417,2.074088027,0.0053535147,0.0289818221
I,0,0,0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,1.7917594692,2.0572306853,-0.265471216,-1.434561786
I,0,0,0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6,1.7917594692,2.1276169006,-0.335857431,-1.816711203
I,0,0,0,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,1.9459101491,2.0005998595,-0.05468971,-0.295879975
F,1,0,1,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6,1.7917594692,2.1420870779,-0.350327609,-1.896067904
I,0,0,0,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7,1.9459101491,2.1481900024,-0.202279853,-1.094354813
I,0,0,0,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7,1.9459101491,2.1787158977,-0.232805749,-1.260600367
I,0,0,0,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,2.0794415417,2.0782680742,0.0011734675,0.0063422417
I,0,0,0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,1.9459101491,2.0084165932,-0.062506444,-0.338020434
I,0,0,0,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,1.9459101491,1.9575945121,-0.011684363,-0.063786806
I,0,0,0,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7,1.9459101491,2.1632000294,-0.21728988,-1.17463188
I,0,0,0,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,1.7917594692,2.0849596879,-0.293200219,-1.587118206
I,0,0,0,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,7,1.9459101491,1.9857066471,-0.039796498,-0.215286947
I,0,0,0,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7,1.9459101491,2.060652523,-0.114742374,-0.620089092
I,0,0,0,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7,1.9459101491,2.0213505753,-0.075440426,-0.408031165
I,0,0,0,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7,1.9459101491,2.0825805218,-0.136670373,-0.739156949
I,0,0,0,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7,1.9459101491,2.0943574478,-0.148447299,-0.803060001
F,1,0,1,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,1.7917594692,2.1266823718,-0.334922903,-1.813441484
M,1,1,0,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8,2.0794415417,2.0305974779,0.0488440638,0.2644291703
F,1,0,1,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8,2.0794415417,2.1350445895,-0.055603048,-0.30142464
M,1,1,0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,2.1972245773,2.2566039278,-0.05937935,-0.320930117
F,1,0,1,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,1.7917594692,2.0229059401,-0.231146471,-1.25349262
M,1,1,0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,1.7917594692,2.1738999102,-0.382140441,-2.071552899
M,1,1,0,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,1.7917594692,2.2092687927,-0.417509323,-2.259839226
M,1,1,0,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,2.0794415417,2.1492915338,-0.069849992,-0.378367684
M,1,1,0,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7,1.9459101491,2.0758552324,-0.129945083,-0.703026042
F,1,0,1,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7,1.9459101491,2.2382282437,-0.292318095,-1.582329958
