Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Pred Formula Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings],Lower 95% Mean Log[Rings],Upper 95% Mean Log[Rings]
M,1,1,0,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,2.302585093,2.5182105636,2.5182105636,-0.215625471,-1.151400659,2.5053065315,2.5311145957
F,1,0,1,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,2.4849066498,2.3198272057,2.3198272057,0.1650794441,0.8813432781,2.3088557543,2.3307986571
F,1,0,1,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,3.1354942159,2.7425160833,2.7425160833,0.3929781326,2.1017842779,2.7180979827,2.7669341839
F,1,0,1,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,2.7080502011,2.638124621,2.638124621,0.0699255801,0.3736341769,2.619610684,2.6566385579
F,1,0,1,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,2.5649493575,2.524596413,2.524596413,0.0403529445,0.2155588253,2.5082139037,2.5409789222
F,1,0,1,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17,2.8332133441,2.6006717718,2.6006717718,0.2325415722,1.2420783189,2.5851088118,2.6162347319
M,1,1,0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15,2.7080502011,2.3635897995,2.3635897995,0.3444604016,1.8387498041,2.3547770676,2.3724025313
M,1,1,0,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,2.4849066498,2.4610727764,2.4610727764,0.0238338734,0.1273124851,2.444961559,2.4771839938
M,1,1,0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,2.7080502011,2.6065303148,2.6065303148,0.1015198863,0.5421562207,2.5925434902,2.6205171393
M,1,1,0,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,2.3978952728,2.3833759693,2.3833759693,0.0145193035,0.077507473,2.3740676647,2.3926842738
I,0,0,0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,2.7725887222,2.4997493099,2.4997493099,0.2728394123,1.4583133271,2.4791256573,2.5203729625
I,0,0,0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,2.302585093,2.403464816,2.403464816,-0.100879723,-0.540837506,2.3682481557,2.4386814764
F,1,0,1,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,2.302585093,2.2077424306,2.2077424306,0.0948426624,0.506424729,2.1952105032,2.220274358
F,1,0,1,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,2.302585093,2.4096161984,2.4096161984,-0.107031105,-0.5714785,2.3976230354,2.4216093614
M,1,1,0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,1.7917594692,1.9351424421,1.9351424421,-0.143382973,-0.766929049,1.9102493687,1.9600355154
F,1,0,1,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,1.6094379124,1.8516028059,1.8516028059,-0.242164893,-1.296282964,1.8228919694,1.8803136424
M,1,1,0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6,1.7917594692,1.8522366854,1.8522366854,-0.060477216,-0.323674059,1.8243171469,1.880156224
M,1,1,0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,2.1972245773,2.1168400518,2.1168400518,0.0803845255,0.4295360363,2.098049648,2.1356304556
M,1,1,0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,1.6094379124,1.88188231,1.88188231,-0.272444398,-1.458092395,1.8540618789,1.9097027411
M,1,1,0,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,1.3862943611,1.9681435843,1.9681435843,-0.581849223,-3.112010464,1.9435885767,1.9926985919
F,1,0,1,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,1.7917594692,2.0293963027,2.0293963027,-0.237636834,-1.270281147,2.0081459798,2.0506466257
M,1,1,0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3,1.0986122887,1.6534358837,1.6534358837,-0.554823595,-2.97637685,1.6159334354,1.6909383321
F,1,0,1,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5,1.6094379124,2.0384542144,2.0384542144,-0.429016302,-2.29332718,2.0171147672,2.0597936617
I,0,0,0,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,2.1972245773,1.8967923628,1.8967923628,0.3004322146,1.604770204,1.8808751234,1.9127096022
M,1,1,0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5,1.6094379124,1.6095425017,1.6095425017,-0.000104589,-0.000561575,1.56898799,1.6500970135
M,1,1,0,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,1.3862943611,1.6907220651,1.6907220651,-0.304427704,-1.632176816,1.6553299931,1.7261141371
M,1,1,0,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,1.3862943611,1.5291865897,1.5291865897,-0.142892229,-0.768554977,1.4833422516,1.5750309278
M,1,1,0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3,1.0986122887,1.4551861837,1.4551861837,-0.356573895,-1.922245224,1.4031491248,1.5072232426
F,1,0,1,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14,2.6390573296,2.3858609733,2.3858609733,0.2531963563,1.3525938726,2.3691154804,2.4026064663
F,1,0,1,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,2.4849066498,2.3865107192,2.3865107192,0.0983959306,0.5252993803,2.3761911227,2.3968303158
M,1,1,0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9,2.1972245773,2.1765267207,2.1765267207,0.0206978566,0.1106079639,2.1571856873,2.1958677542
I,0,0,0,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20,2.9957322736,2.3023344112,2.3023344112,0.6933978624,3.704150475,2.285660222,2.3190086003
F,1,0,1,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,2.5649493575,2.2216142926,2.2216142926,0.3433350649,1.8333762816,2.2085421426,2.2346864426
I,0,0,0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,2.4849066498,2.1902017426,2.1902017426,0.2947049072,1.5738411881,2.1762101056,2.2041933796
F,1,0,1,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,2.1972245773,2.1619276733,2.1619276733,0.035296904,0.1885167893,2.1470778889,2.1767774578
I,0,0,0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,2.302585093,2.1492465707,2.1492465707,0.1533385223,0.8188035748,2.136293495,2.1621996463
I,0,0,0,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,2.3978952728,2.1627147152,2.1627147152,0.2351805576,1.2563715338,2.1458454485,2.179583982
I,0,0,0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,2.3978952728,2.2952030769,2.2952030769,0.1026921959,0.5487617721,2.2760976747,2.314308479
M,1,1,0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,1.9459101491,1.9742504799,1.9742504799,-0.028340331,-0.151612358,1.9484773657,2.000023594
M,1,1,0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5,1.6094379124,1.9006998264,1.9006998264,-0.291261914,-1.558511243,1.8737933609,1.9276062919
F,1,0,1,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,2.302585093,2.1862919697,2.1862919697,0.1162931232,0.6213721987,2.1679924719,2.2045914676
F,1,0,1,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,2.7080502011,2.310299104,2.310299104,0.3977510971,2.1236526428,2.2987756281,2.32182258
F,1,0,1,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,2.3978952728,2.2727959899,2.2727959899,0.1250992829,0.6682330475,2.2567472322,2.2888447477
M,1,1,0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,2.7080502011,2.2661891077,2.2661891077,0.4418610934,2.3611348987,2.2472690866,2.2851091287
M,1,1,0,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,2.0794415417,2.1970181846,2.1970181846,-0.117576643,-0.628097688,2.1803436872,2.213692682
F,1,0,1,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,2.302585093,2.1496990803,2.1496990803,0.1528860127,0.816891286,2.1314211899,2.1679769708
M,1,1,0,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,2.3978952728,2.0198694371,2.0198694371,0.3780258357,2.0212710902,1.9969778077,2.0427610664
M,1,1,0,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8,2.0794415417,1.8477349782,1.8477349782,0.2317065635,1.2402691889,1.8191428443,1.8763271121
M,1,1,0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7,1.9459101491,1.6833668035,1.6833668035,0.2625433455,1.4079431281,1.6471063791,1.719627228
F,1,0,1,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,2.4849066498,2.2647783482,2.2647783482,0.2201283016,1.1754616976,2.2517263692,2.2778303273
I,0,0,0,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,2.3978952728,2.3416919954,2.3416919954,0.0562032774,0.3003095457,2.323228708,2.3601552829
I,0,0,0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17,2.8332133441,2.4107091186,2.4107091186,0.4225042254,2.2630386348,2.379206567,2.4422116703
I,0,0,0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13,2.5649493575,2.4190265475,2.4190265475,0.14592281,0.7805925206,2.393597545,2.4444555499
I,0,0,0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,2.4849066498,2.3242853839,2.3242853839,0.1606212659,0.8580300237,2.3077359467,2.3408348212
I,0,0,0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,2.5649493575,2.1829227799,2.1829227799,0.3820265776,2.0398624117,2.17048708,2.1953584798
I,0,0,0,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,2.1972245773,2.0557786123,2.0557786123,0.141445965,0.756028536,2.0350966706,2.076460554
I,0,0,0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10,2.302585093,2.1928816792,2.1928816792,0.1097034138,0.5858755943,2.1786323571,2.2071310013
I,0,0,0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14,2.6390573296,2.3910898679,2.3910898679,0.2479674617,1.3247471828,2.3738274512,2.4083522846
F,1,0,1,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12,2.4849066498,2.486376841,2.486376841,-0.001470191,-0.007854488,2.4690107189,2.503742963
F,1,0,1,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,2.5649493575,2.5378347162,2.5378347162,0.0271146413,0.1448393392,2.5216025839,2.5540668485
I,0,0,0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13,2.5649493575,2.2958179669,2.2958179669,0.2691313906,1.4372642951,2.2818542566,2.3097816772
F,1,0,1,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8,2.0794415417,2.2203466575,2.2203466575,-0.140905116,-0.752619075,2.2047820288,2.2359112861
I,0,0,0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13,2.5649493575,2.2201564257,2.2201564257,0.3447929318,1.8415385714,2.2051188558,2.2351939956
F,1,0,1,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11,2.3978952728,2.3066813902,2.3066813902,0.0912138826,0.4872625583,2.2900822087,2.3232805716
F,1,0,1,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,2.3978952728,2.3926861685,2.3926861685,0.0052091043,0.0278131165,2.3807782559,2.4045940812
F,1,0,1,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14,2.6390573296,2.3705521077,2.3705521077,0.2685052219,1.4339095502,2.3566610473,2.3844431682
M,1,1,0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10,2.302585093,2.0540246989,2.0540246989,0.2485603941,1.328888398,2.0317708708,2.076278527
I,0,0,0,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,2.4849066498,2.1761682168,2.1761682168,0.308738433,1.6488410763,2.1618572324,2.1904792011
I,0,0,0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12,2.4849066498,2.0437629276,2.0437629276,0.4411437222,2.3559680365,2.0294262012,2.058099654
M,1,1,0,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7,1.9459101491,1.9082718911,1.9082718911,0.037638258,0.2013658816,1.8821805593,1.9343632228
F,1,0,1,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11,2.3978952728,2.1455555471,2.1455555471,0.2523397257,1.3479546398,2.1291905967,2.1619204974
I,0,0,0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16,2.7725887222,2.0886444087,2.0886444087,0.6839443135,3.6519925026,2.0761629469,2.1011258705
I,0,0,0,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,2.6390573296,2.0654855845,2.0654855845,0.5735717451,3.0625268225,2.0534338952,2.0775372738
F,1,0,1,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20,2.9957322736,2.6641596538,2.6641596538,0.3315726198,1.7718980318,2.6448339957,2.6834853119
F,1,0,1,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17,2.8332133441,2.4594658382,2.4594658382,0.3737475059,1.9952857769,2.4492353205,2.4696963559
I,0,0,0,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10,2.302585093,2.4104444902,2.4104444902,-0.107859397,-0.576873634,2.3859890755,2.4348999048
F,1,0,1,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,2.3978952728,2.3447241107,2.3447241107,0.0531711621,0.2839187755,2.3320250254,2.357423196
I,0,0,0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10,2.302585093,2.3301433732,2.3301433732,-0.02755828,-0.147304836,2.3092043772,2.3510823693
F,1,0,1,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,2.302585093,2.3701473616,2.3701473616,-0.067562269,-0.36076043,2.3575289219,2.3827658013
I,0,0,0,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,2.3978952728,2.3194939014,2.3194939014,0.0784013714,0.418949417,2.3005265391,2.3384612637
F,1,0,1,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,2.8332133441,2.6986857915,2.6986857915,0.1345275526,0.7195040657,2.6742391133,2.7231324697
F,1,0,1,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11,2.3978952728,2.3740756505,2.3740756505,0.0238196223,0.1271651308,2.3636536479,2.384497653
I,0,0,0,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14,2.6390573296,2.2639285506,2.2639285506,0.375128779,2.0044012071,2.2455194667,2.2823376346
F,1,0,1,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19,2.9444389792,2.4324861834,2.4324861834,0.5119527957,2.7341576622,2.418055737,2.4469166299
I,0,0,0,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13,2.5649493575,2.0764231532,2.0764231532,0.4885262042,2.6090912273,2.0618266843,2.0910196221
F,1,0,1,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11,2.3978952728,2.105900592,2.105900592,0.2919946808,1.5598080596,2.0894116199,2.122389564
I,0,0,0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11,2.3978952728,2.2468355537,2.2468355537,0.1510597191,0.8067241144,2.2327813573,2.2608897502
I,0,0,0,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10,2.302585093,2.2551345335,2.2551345335,0.0474505595,0.2535162743,2.2374077864,2.2728612806
F,1,0,1,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,2.5649493575,2.44350043,2.44350043,0.1214489275,0.6485419111,2.4301716456,2.4568292144
M,1,1,0,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14,2.6390573296,2.3222525338,2.3222525338,0.3168047958,1.6920565252,2.3072014709,2.3373035966
F,1,0,1,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13,2.5649493575,2.132036274,2.132036274,0.4329130835,2.3126253594,2.1153909395,2.1486816085
I,0,0,0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,2.5649493575,2.3646365961,2.3646365961,0.2003127613,1.0700193596,2.3483978607,2.3808753315
F,1,0,1,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,2.1972245773,2.0876988455,2.0876988455,0.1095257319,0.5852994596,2.0683428342,2.1070548568
I,0,0,0,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18,2.8903717579,2.3001438371,2.3001438371,0.5902279208,3.1559857043,2.2770878841,2.3231997901
F,1,0,1,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19,2.9444389792,2.677578597,2.677578597,0.2668603821,1.4269612461,2.6543514624,2.7008057316
M,1,1,0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12,2.4849066498,2.4473852668,2.4473852668,0.037521383,0.2003547202,2.4346184101,2.4601521235
I,0,0,0,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13,2.5649493575,2.4898724825,2.4898724825,0.075076875,0.4012486435,2.4698023215,2.5099426434
F,1,0,1,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9,2.1972245773,2.4362088047,2.4362088047,-0.238984227,-1.276415817,2.4211614851,2.4512561243
I,0,0,0,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,2.5649493575,2.4993910248,2.4993910248,0.0655583327,0.3504753312,2.4775164846,2.521265565
I,0,0,0,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12,2.4849066498,2.5957561645,2.5957561645,-0.110849515,-0.592990735,2.5701706222,2.6213417067
F,1,0,1,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16,2.7725887222,2.7260023484,2.7260023484,0.0465863738,0.2489859185,2.7058015626,2.7462031342
I,0,0,0,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17,2.8332133441,2.3397494418,2.3397494418,0.4934639022,2.6383567657,2.3171977521,2.3623011315
F,1,0,1,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10,2.302585093,2.1334884786,2.1334884786,0.1690966144,0.9039012285,2.1122386127,2.1547383445
F,1,0,1,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13,2.5649493575,2.1484516334,2.1484516334,0.4164977241,2.2253432373,2.13038075,2.1665225167
I,0,0,0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,2.3978952728,2.1775090138,2.1775090138,0.220386259,1.1771489253,2.1619755638,2.1930424638
I,0,0,0,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12,2.4849066498,2.3360982697,2.3360982697,0.1488083801,0.7952227617,2.3167510024,2.355445537
I,0,0,0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13,2.5649493575,2.1959391327,2.1959391327,0.3690102247,1.9710651418,2.1800956413,2.2117826242
M,1,1,0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9,2.1972245773,2.0679326074,2.0679326074,0.1292919699,0.6911727278,2.0462645228,2.0896006921
I,0,0,0,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,2.302585093,2.1527334049,2.1527334049,0.1498516881,0.8003365356,2.137934215,2.1675325949
M,1,1,0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10,2.302585093,2.2016874611,2.2016874611,0.1008976319,0.5392671612,2.1813777244,2.2219971979
M,1,1,0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,2.4849066498,2.1263042738,2.1263042738,0.3586023759,1.9170726376,2.1044885539,2.1481199937
F,1,0,1,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12,2.4849066498,2.3212650046,2.3212650046,0.1636416452,0.8740230883,2.3060918203,2.3364381889
M,1,1,0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4,1.3862943611,1.6461686127,1.6461686127,-0.259874252,-1.394685727,1.6072177698,1.6851194556
M,1,1,0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9,2.1972245773,2.0683833451,2.0683833451,0.1288412322,0.6889754315,2.0448807899,2.0918859004
I,0,0,0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18,2.8903717579,2.2124834844,2.2124834844,0.6778882735,3.6211287611,2.1961908037,2.228776165
I,0,0,0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15,2.7080502011,2.2020301949,2.2020301949,0.5060200062,2.7021608339,2.1887213567,2.215339033
M,1,1,0,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13,2.5649493575,2.3604753566,2.3604753566,0.2044740008,1.092548802,2.3420919144,2.3788587989
F,1,0,1,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12,2.4849066498,2.3397907177,2.3397907177,0.1451159321,0.7751706518,2.3235671046,2.3560143308
M,1,1,0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,1.9459101491,1.9997392971,1.9997392971,-0.053829148,-0.28779559,1.9773461161,2.0221324781
M,1,1,0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,2.1972245773,1.9801815872,1.9801815872,0.2170429901,1.1608897284,1.9554431265,2.0049200479
M,1,1,0,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7,1.9459101491,1.7633463857,1.7633463857,0.1825637634,0.9781369663,1.7306507249,1.7960420465
M,1,1,0,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10,2.302585093,2.0631932062,2.0631932062,0.2393918868,1.2798695371,2.0409436406,2.0854427718
I,0,0,0,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18,2.8903717579,2.386339283,2.386339283,0.5040324749,2.6943443197,2.3649657148,2.4077128512
F,1,0,1,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,2.4849066498,2.2786258113,2.2786258113,0.2062808385,1.1012295905,2.2686354551,2.2886161675
F,1,0,1,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,2.8332133441,2.3590302347,2.3590302347,0.4741831094,2.5329410794,2.3428682794,2.37519219
I,0,0,0,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15,2.7080502011,2.1280100278,2.1280100278,0.5800401733,3.0970271137,2.1160935083,2.1399265472
F,1,0,1,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12,2.4849066498,2.3686355076,2.3686355076,0.1162711422,0.6208126754,2.3566747106,2.3805963045
F,1,0,1,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10,2.302585093,2.2666390495,2.2666390495,0.0359460435,0.1920483738,2.2489994133,2.2842786856
F,1,0,1,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8,2.0794415417,2.1241991385,2.1241991385,-0.044757597,-0.23916657,2.1053007898,2.1430974872
I,0,0,0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21,3.0445224377,2.3938991186,2.3938991186,0.6506233191,3.4790114059,2.3706966142,2.417101623
M,1,1,0,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10,2.302585093,2.0648181734,2.0648181734,0.2377669196,1.271003927,2.0434317829,2.0862045638
I,0,0,0,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,2.1972245773,2.0933570157,2.0933570157,0.1038675616,0.554585223,2.0814034718,2.1053105596
F,1,0,1,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,1.9459101491,2.2675744456,2.2675744456,-0.321664297,-1.717998892,2.2525874008,2.2825614904
M,1,1,0,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,2.302585093,2.2870443385,2.2870443385,0.0155407545,0.0829887511,2.273651322,2.300437355
I,0,0,0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9,2.1972245773,2.2248846547,2.2248846547,-0.027660077,-0.14770493,2.2116203339,2.2381489755
M,1,1,0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,2.1972245773,2.1868252182,2.1868252182,0.0103993592,0.0556076317,2.1636014734,2.2100489629
M,1,1,0,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8,2.0794415417,2.1312799269,2.1312799269,-0.051838385,-0.277163861,2.1086322702,2.1539275835
M,1,1,0,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7,1.9459101491,2.0107386978,2.0107386978,-0.064828549,-0.347517348,1.9759862006,2.0454911951
M,1,1,0,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,1.7917594692,2.032441726,2.032441726,-0.240682257,-1.286590235,2.0110449865,2.0538384655
I,0,0,0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14,2.6390573296,2.1815462263,2.1815462263,0.4575111033,2.4431215534,2.1682390327,2.1948534199
F,1,0,1,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13,2.5649493575,2.3651846397,2.3651846397,0.1997647178,1.0668011228,2.351390943,2.3789783364
M,1,1,0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7,1.9459101491,1.9645132705,1.9645132705,-0.018603121,-0.099458745,1.94225148,1.9867750611
I,0,0,0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13,2.5649493575,2.5555380002,2.5555380002,0.0094113573,0.0503655649,2.5280046768,2.5830713235
F,1,0,1,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19,2.9444389792,2.4523183011,2.4523183011,0.492120678,2.6279905419,2.4388086317,2.4658279705
M,1,1,0,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,1.9459101491,2.0477482912,2.0477482912,-0.101838142,-0.544386327,2.0263433701,2.0691532122
M,1,1,0,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9,2.1972245773,2.172323471,2.172323471,0.0249011063,0.1330101957,2.1564074607,2.1882394813
I,0,0,0,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,2.3978952728,2.114712173,2.114712173,0.2831830998,1.5128160457,2.0978040027,2.1316203432
M,1,1,0,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6,1.7917594692,1.9313188912,1.9313188912,-0.139559422,-0.747476552,1.9000374619,1.9626003205
M,1,1,0,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,2.1972245773,2.5446911648,2.5446911648,-0.347466587,-1.862901769,2.5093524292,2.5800299004
I,0,0,0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11,2.3978952728,2.1821472425,2.1821472425,0.2157480303,1.1520181363,2.1695829243,2.1947115607
F,1,0,1,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,2.1972245773,2.2881472714,2.2881472714,-0.090922694,-0.485607363,2.2733069592,2.3029875836
M,1,1,0,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5,1.6094379124,1.7867077156,1.7867077156,-0.177269803,-0.949339382,1.7559402475,1.8174751838
I,0,0,0,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6,1.7917594692,1.8813924667,1.8813924667,-0.089632997,-0.478783765,1.865375319,1.8974096143
I,0,0,0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,2.3978952728,2.1613934854,2.1613934854,0.2365017874,1.262932576,2.1480327213,2.1747542495
M,1,1,0,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,1.9459101491,1.9719424301,1.9719424301,-0.026032281,-0.139241728,1.947054684,1.9968301762
F,1,0,1,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10,2.302585093,2.1039195722,2.1039195722,0.1986655208,1.0616459221,2.0846399831,2.1231991612
M,1,1,0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,1.9459101491,1.9268240315,1.9268240315,0.0190861175,0.1020919674,1.9017283319,1.9519197311
